x,y,color,condition
400,0,Bias 4,non-social
0,0.4,Bias 3,non-social
1,0.2,Bias 3,non-social
2,0,Bias 3,non-social
3,0.6,Bias 3,non-social
4,0,Bias 3,non-social
5,0.2,Bias 3,non-social
6,0,Bias 3,non-social
7,0,Bias 3,non-social
8,0.2,Bias 3,non-social
9,0.2,Bias 3,non-social
10,0.2,Bias 3,non-social
11,0,Bias 3,non-social
12,0,Bias 3,non-social
13,0.2,Bias 3,non-social
14,0,Bias 3,non-social
15,0.4,Bias 3,non-social
16,0,Bias 3,non-social
17,0.4,Bias 3,non-social
18,0.4,Bias 3,non-social
19,0.6,Bias 3,non-social
20,1,Bias 3,non-social
21,1.4000000000000001,Bias 3,non-social
22,0.8,Bias 3,non-social
23,0.6,Bias 3,non-social
24,0,Bias 3,non-social
25,0.8,Bias 3,non-social
26,0,Bias 3,non-social
27,0,Bias 3,non-social
28,0.2,Bias 3,non-social
29,0.2,Bias 3,non-social
30,0.6,Bias 3,non-social
31,0.2,Bias 3,non-social
32,0.2,Bias 3,non-social
33,0.2,Bias 3,non-social
34,0.2,Bias 3,non-social
35,0.2,Bias 3,non-social
36,0,Bias 3,non-social
37,0,Bias 3,non-social
38,0,Bias 3,non-social
39,0,Bias 3,non-social
40,0,Bias 3,non-social
41,0,Bias 3,non-social
42,0,Bias 3,non-social
43,0,Bias 3,non-social
44,0,Bias 3,non-social
45,0,Bias 3,non-social
46,0,Bias 3,non-social
47,0,Bias 3,non-social
48,0.8,Bias 3,non-social
49,0,Bias 3,non-social
50,0.2,Bias 3,non-social
51,0.2,Bias 3,non-social
52,0.2,Bias 3,non-social
53,0,Bias 3,non-social
54,0.2,Bias 3,non-social
55,0,Bias 3,non-social
56,0,Bias 3,non-social
57,0,Bias 3,non-social
58,0,Bias 3,non-social
59,0.4,Bias 3,non-social
60,0,Bias 3,non-social
61,0,Bias 3,non-social
62,0,Bias 3,non-social
63,0,Bias 3,non-social
64,0,Bias 3,non-social
65,0.4,Bias 3,non-social
66,1,Bias 3,non-social
67,0.2,Bias 3,non-social
68,0.4,Bias 3,non-social
69,0.2,Bias 3,non-social
70,0,Bias 3,non-social
71,0.2,Bias 3,non-social
72,0,Bias 3,non-social
73,0,Bias 3,non-social
74,0,Bias 3,non-social
75,0,Bias 3,non-social
76,0,Bias 3,non-social
77,0.4,Bias 3,non-social
78,0.4,Bias 3,non-social
79,0.2,Bias 3,non-social
80,0.2,Bias 3,non-social
81,0,Bias 3,non-social
82,0.4,Bias 3,non-social
83,0,Bias 3,non-social
84,0.6,Bias 3,non-social
85,0.6,Bias 3,non-social
86,0.8,Bias 3,non-social
87,1,Bias 3,non-social
88,2.1999999999999997,Bias 3,non-social
89,1.4000000000000001,Bias 3,non-social
90,1.6,Bias 3,non-social
91,3.4000000000000004,Bias 3,non-social
92,1.2,Bias 3,non-social
93,2.6,Bias 3,non-social
94,2.8000000000000003,Bias 3,non-social
95,1.6,Bias 3,non-social
96,1.4000000000000001,Bias 3,non-social
97,1.2,Bias 3,non-social
98,1,Bias 3,non-social
99,1.2,Bias 3,non-social
100,1.4000000000000001,Bias 3,non-social
101,1,Bias 3,non-social
102,0.8,Bias 3,non-social
103,1.4000000000000001,Bias 3,non-social
104,0.4,Bias 3,non-social
105,1,Bias 3,non-social
106,0.2,Bias 3,non-social
107,0.6,Bias 3,non-social
108,0.8,Bias 3,non-social
109,0.8,Bias 3,non-social
110,0.2,Bias 3,non-social
111,0,Bias 3,non-social
112,0,Bias 3,non-social
113,0,Bias 3,non-social
114,0,Bias 3,non-social
115,0,Bias 3,non-social
116,0,Bias 3,non-social
117,0,Bias 3,non-social
118,0,Bias 3,non-social
119,0,Bias 3,non-social
120,0,Bias 3,non-social
121,0,Bias 3,non-social
122,0,Bias 3,non-social
123,0.2,Bias 3,non-social
124,0.6,Bias 3,non-social
125,0.6,Bias 3,non-social
126,0.2,Bias 3,non-social
127,1,Bias 3,non-social
128,1,Bias 3,non-social
129,0.4,Bias 3,non-social
130,0.6,Bias 3,non-social
131,1,Bias 3,non-social
132,0.4,Bias 3,non-social
133,0.4,Bias 3,non-social
134,0.2,Bias 3,non-social
135,0.4,Bias 3,non-social
136,0.8,Bias 3,non-social
137,1.4000000000000001,Bias 3,non-social
138,1.7999999999999998,Bias 3,non-social
139,2.8000000000000003,Bias 3,non-social
140,4,Bias 3,non-social
141,2.8000000000000003,Bias 3,non-social
142,3.5999999999999996,Bias 3,non-social
143,3.4000000000000004,Bias 3,non-social
144,3.2,Bias 3,non-social
145,3.8,Bias 3,non-social
146,4.2,Bias 3,non-social
147,1.6,Bias 3,non-social
148,2.4,Bias 3,non-social
149,3,Bias 3,non-social
150,2,Bias 3,non-social
151,0.8,Bias 3,non-social
152,1.2,Bias 3,non-social
153,1.7999999999999998,Bias 3,non-social
154,0.6,Bias 3,non-social
155,0.6,Bias 3,non-social
156,0.8,Bias 3,non-social
157,0.6,Bias 3,non-social
158,1,Bias 3,non-social
159,0.6,Bias 3,non-social
160,0.6,Bias 3,non-social
161,0,Bias 3,non-social
162,0.2,Bias 3,non-social
163,1.2,Bias 3,non-social
164,1.4000000000000001,Bias 3,non-social
165,0.6,Bias 3,non-social
166,0.6,Bias 3,non-social
167,0.8,Bias 3,non-social
168,0,Bias 3,non-social
169,0.8,Bias 3,non-social
170,0,Bias 3,non-social
171,0.2,Bias 3,non-social
172,0.2,Bias 3,non-social
173,0.8,Bias 3,non-social
174,0.2,Bias 3,non-social
175,0.2,Bias 3,non-social
176,0.6,Bias 3,non-social
177,0,Bias 3,non-social
178,0,Bias 3,non-social
179,0,Bias 3,non-social
180,0,Bias 3,non-social
181,0,Bias 3,non-social
182,0,Bias 3,non-social
183,0.2,Bias 3,non-social
184,0,Bias 3,non-social
185,0,Bias 3,non-social
186,0,Bias 3,non-social
187,0,Bias 3,non-social
188,0,Bias 3,non-social
189,0,Bias 3,non-social
190,0,Bias 3,non-social
191,0,Bias 3,non-social
192,0,Bias 3,non-social
193,0,Bias 3,non-social
194,0,Bias 3,non-social
195,0,Bias 3,non-social
196,0.2,Bias 3,non-social
197,0.4,Bias 3,non-social
198,0.2,Bias 3,non-social
199,0,Bias 3,non-social
200,0,Bias 3,non-social
201,0,Bias 3,non-social
202,0,Bias 3,non-social
203,0,Bias 3,non-social
204,0,Bias 3,non-social
205,0.2,Bias 3,non-social
206,0.2,Bias 3,non-social
207,0.2,Bias 3,non-social
208,0.4,Bias 3,non-social
209,0,Bias 3,non-social
210,0,Bias 3,non-social
211,0,Bias 3,non-social
212,0,Bias 3,non-social
213,0,Bias 3,non-social
214,0,Bias 3,non-social
215,0,Bias 3,non-social
216,0,Bias 3,non-social
217,0,Bias 3,non-social
218,0,Bias 3,non-social
219,0,Bias 3,non-social
220,0,Bias 3,non-social
221,0.4,Bias 3,non-social
222,0,Bias 3,non-social
223,0.4,Bias 3,non-social
224,0,Bias 3,non-social
225,0,Bias 3,non-social
226,0,Bias 3,non-social
227,1,Bias 3,non-social
228,0.8,Bias 3,non-social
229,0.8,Bias 3,non-social
230,0.8,Bias 3,non-social
231,0.6,Bias 3,non-social
232,0.6,Bias 3,non-social
233,1,Bias 3,non-social
234,0.8,Bias 3,non-social
235,0.4,Bias 3,non-social
236,0.6,Bias 3,non-social
237,0.2,Bias 3,non-social
238,0,Bias 3,non-social
239,0,Bias 3,non-social
240,0,Bias 3,non-social
241,0,Bias 3,non-social
242,0,Bias 3,non-social
243,0.4,Bias 3,non-social
244,0.2,Bias 3,non-social
245,0.2,Bias 3,non-social
246,0.2,Bias 3,non-social
247,0.2,Bias 3,non-social
248,0.2,Bias 3,non-social
249,0.2,Bias 3,non-social
250,0.4,Bias 3,non-social
251,0,Bias 3,non-social
252,0.6,Bias 3,non-social
253,1,Bias 3,non-social
254,0.2,Bias 3,non-social
255,1,Bias 3,non-social
256,0.2,Bias 3,non-social
257,0.6,Bias 3,non-social
258,0.2,Bias 3,non-social
259,0.6,Bias 3,non-social
260,0.4,Bias 3,non-social
261,1.2,Bias 3,non-social
262,0.4,Bias 3,non-social
263,0.6,Bias 3,non-social
264,0.6,Bias 3,non-social
265,0.2,Bias 3,non-social
266,0,Bias 3,non-social
267,0.4,Bias 3,non-social
268,0.2,Bias 3,non-social
269,0,Bias 3,non-social
270,0,Bias 3,non-social
271,0,Bias 3,non-social
272,0,Bias 3,non-social
273,0.2,Bias 3,non-social
274,0.6,Bias 3,non-social
275,0.4,Bias 3,non-social
276,0,Bias 3,non-social
277,0.2,Bias 3,non-social
278,0,Bias 3,non-social
279,0,Bias 3,non-social
280,0,Bias 3,non-social
281,0,Bias 3,non-social
282,0,Bias 3,non-social
283,0,Bias 3,non-social
284,0,Bias 3,non-social
285,0,Bias 3,non-social
286,0.4,Bias 3,non-social
287,0.2,Bias 3,non-social
288,0.2,Bias 3,non-social
289,0.2,Bias 3,non-social
290,0,Bias 3,non-social
291,0,Bias 3,non-social
292,0.4,Bias 3,non-social
293,0,Bias 3,non-social
294,0,Bias 3,non-social
295,0,Bias 3,non-social
296,0,Bias 3,non-social
297,0.4,Bias 3,non-social
298,0,Bias 3,non-social
299,0,Bias 3,non-social
300,0,Bias 3,non-social
301,0,Bias 3,non-social
302,0,Bias 3,non-social
303,0,Bias 3,non-social
304,0,Bias 3,non-social
305,0.4,Bias 3,non-social
306,0.2,Bias 3,non-social
307,0,Bias 3,non-social
308,0,Bias 3,non-social
309,0,Bias 3,non-social
310,0,Bias 3,non-social
311,0.2,Bias 3,non-social
312,0,Bias 3,non-social
313,0,Bias 3,non-social
314,0,Bias 3,non-social
315,0,Bias 3,non-social
316,0,Bias 3,non-social
317,0,Bias 3,non-social
318,0.2,Bias 3,non-social
319,0,Bias 3,non-social
320,0,Bias 3,non-social
321,0.2,Bias 3,non-social
322,0.2,Bias 3,non-social
323,0.2,Bias 3,non-social
324,0.2,Bias 3,non-social
325,0.4,Bias 3,non-social
326,0.4,Bias 3,non-social
327,2.6,Bias 3,non-social
328,2.4,Bias 3,non-social
329,2,Bias 3,non-social
330,2.4,Bias 3,non-social
331,2,Bias 3,non-social
332,0.8,Bias 3,non-social
333,1.6,Bias 3,non-social
334,0.2,Bias 3,non-social
335,1,Bias 3,non-social
336,0.8,Bias 3,non-social
337,0.8,Bias 3,non-social
338,0.2,Bias 3,non-social
339,0.2,Bias 3,non-social
340,1.4000000000000001,Bias 3,non-social
341,1.4000000000000001,Bias 3,non-social
342,1.4000000000000001,Bias 3,non-social
343,0.8,Bias 3,non-social
344,0.4,Bias 3,non-social
345,0.2,Bias 3,non-social
346,0,Bias 3,non-social
347,0.2,Bias 3,non-social
348,0,Bias 3,non-social
349,0,Bias 3,non-social
350,0.2,Bias 3,non-social
351,0,Bias 3,non-social
352,0.4,Bias 3,non-social
353,0.8,Bias 3,non-social
354,0.4,Bias 3,non-social
355,0.6,Bias 3,non-social
356,0.6,Bias 3,non-social
357,0.4,Bias 3,non-social
358,1,Bias 3,non-social
359,0.6,Bias 3,non-social
360,1,Bias 3,non-social
361,0.6,Bias 3,non-social
362,0.6,Bias 3,non-social
363,0.8,Bias 3,non-social
364,0.2,Bias 3,non-social
365,0,Bias 3,non-social
366,0.4,Bias 3,non-social
367,0.6,Bias 3,non-social
368,0.2,Bias 3,non-social
369,1,Bias 3,non-social
370,0.6,Bias 3,non-social
371,0.6,Bias 3,non-social
372,0.6,Bias 3,non-social
373,0.2,Bias 3,non-social
374,0.2,Bias 3,non-social
375,0.2,Bias 3,non-social
376,0,Bias 3,non-social
377,0,Bias 3,non-social
378,0,Bias 3,non-social
379,0,Bias 3,non-social
380,0,Bias 3,non-social
381,0,Bias 3,non-social
382,0,Bias 3,non-social
383,0,Bias 3,non-social
384,0,Bias 3,non-social
385,0,Bias 3,non-social
386,0,Bias 3,non-social
387,0,Bias 3,non-social
388,0,Bias 3,non-social
389,0,Bias 3,non-social
390,0,Bias 3,non-social
391,0,Bias 3,non-social
392,0,Bias 3,non-social
393,0,Bias 3,non-social
394,0.2,Bias 3,non-social
395,0,Bias 3,non-social
396,1,Bias 3,non-social
397,0.2,Bias 3,non-social
398,0,Bias 3,non-social
399,0,Bias 3,non-social
400,0,Bias 3,non-social
0,0.2,Bias 1,social
1,0,Bias 1,social
2,0,Bias 1,social
3,0,Bias 1,social
4,0,Bias 1,social
5,0,Bias 1,social
6,0,Bias 1,social
7,0,Bias 1,social
8,0,Bias 1,social
9,0.2,Bias 1,social
10,0,Bias 1,social
11,0,Bias 1,social
12,0,Bias 1,social
13,0,Bias 1,social
14,0,Bias 1,social
15,0,Bias 1,social
16,0,Bias 1,social
17,0,Bias 1,social
18,0,Bias 1,social
19,0,Bias 1,social
20,0,Bias 1,social
21,0,Bias 1,social
22,0,Bias 1,social
23,0,Bias 1,social
24,0,Bias 1,social
25,0,Bias 1,social
26,0,Bias 1,social
27,0,Bias 1,social
28,0,Bias 1,social
29,0,Bias 1,social
30,0,Bias 1,social
31,0,Bias 1,social
32,0,Bias 1,social
33,0,Bias 1,social
34,0,Bias 1,social
35,0,Bias 1,social
36,0,Bias 1,social
37,0,Bias 1,social
38,0,Bias 1,social
39,0,Bias 1,social
40,0,Bias 1,social
41,0,Bias 1,social
42,0,Bias 1,social
43,0,Bias 1,social
44,0,Bias 1,social
45,0,Bias 1,social
46,0,Bias 1,social
47,0,Bias 1,social
48,0,Bias 1,social
49,0,Bias 1,social
50,0,Bias 1,social
51,0,Bias 1,social
52,0,Bias 1,social
53,0,Bias 1,social
54,0,Bias 1,social
55,0,Bias 1,social
56,0,Bias 1,social
57,0,Bias 1,social
58,0,Bias 1,social
59,0,Bias 1,social
60,0,Bias 1,social
61,0.2,Bias 1,social
62,0.2,Bias 1,social
63,1,Bias 1,social
64,0,Bias 1,social
65,0,Bias 1,social
66,0,Bias 1,social
67,0,Bias 1,social
68,0,Bias 1,social
69,0.2,Bias 1,social
70,0.2,Bias 1,social
71,0.8,Bias 1,social
72,2.4,Bias 1,social
73,3.4000000000000004,Bias 1,social
74,4.8,Bias 1,social
75,4.3999999999999995,Bias 1,social
76,2.8000000000000003,Bias 1,social
77,3.5999999999999996,Bias 1,social
78,4.2,Bias 1,social
79,4.3999999999999995,Bias 1,social
80,5,Bias 1,social
81,7.8,Bias 1,social
82,9.6,Bias 1,social
83,12,Bias 1,social
84,10,Bias 1,social
85,10,Bias 1,social
86,10,Bias 1,social
87,7.6,Bias 1,social
88,9.8,Bias 1,social
89,12.4,Bias 1,social
90,12.2,Bias 1,social
91,11.200000000000001,Bias 1,social
92,8.799999999999999,Bias 1,social
93,7.3999999999999995,Bias 1,social
94,9.4,Bias 1,social
95,12.2,Bias 1,social
96,9.6,Bias 1,social
97,10.6,Bias 1,social
98,9.8,Bias 1,social
99,12.2,Bias 1,social
100,10.8,Bias 1,social
101,11.600000000000001,Bias 1,social
102,13,Bias 1,social
103,14.000000000000002,Bias 1,social
104,15,Bias 1,social
105,13.600000000000001,Bias 1,social
106,16,Bias 1,social
107,16,Bias 1,social
108,14.799999999999999,Bias 1,social
109,12.6,Bias 1,social
110,11.600000000000001,Bias 1,social
111,11.200000000000001,Bias 1,social
112,10.2,Bias 1,social
113,8.200000000000001,Bias 1,social
114,8.200000000000001,Bias 1,social
115,9,Bias 1,social
116,11,Bias 1,social
117,8.4,Bias 1,social
118,8.6,Bias 1,social
119,8.4,Bias 1,social
120,7.8,Bias 1,social
121,9.4,Bias 1,social
122,7.000000000000001,Bias 1,social
123,3.8,Bias 1,social
124,3.4000000000000004,Bias 1,social
125,5,Bias 1,social
126,4.2,Bias 1,social
127,3.8,Bias 1,social
128,2,Bias 1,social
129,2.1999999999999997,Bias 1,social
130,4.3999999999999995,Bias 1,social
131,2.1999999999999997,Bias 1,social
132,2.8000000000000003,Bias 1,social
133,2.4,Bias 1,social
134,2.4,Bias 1,social
135,2.8000000000000003,Bias 1,social
136,1.4000000000000001,Bias 1,social
137,0.6,Bias 1,social
138,0,Bias 1,social
139,0,Bias 1,social
140,0,Bias 1,social
141,0,Bias 1,social
142,0,Bias 1,social
143,0,Bias 1,social
144,0,Bias 1,social
145,0.2,Bias 1,social
146,0,Bias 1,social
147,0.4,Bias 1,social
148,0.8,Bias 1,social
149,0.4,Bias 1,social
150,0.6,Bias 1,social
151,0.2,Bias 1,social
152,0,Bias 1,social
153,0,Bias 1,social
154,0.2,Bias 1,social
155,1.2,Bias 1,social
156,2.6,Bias 1,social
157,1.6,Bias 1,social
158,1.6,Bias 1,social
159,1.4000000000000001,Bias 1,social
160,1,Bias 1,social
161,0.4,Bias 1,social
162,0.4,Bias 1,social
163,0,Bias 1,social
164,0,Bias 1,social
165,0,Bias 1,social
166,0,Bias 1,social
167,0,Bias 1,social
168,0,Bias 1,social
169,0,Bias 1,social
170,0,Bias 1,social
171,0,Bias 1,social
172,0,Bias 1,social
173,0,Bias 1,social
174,0,Bias 1,social
175,0,Bias 1,social
176,0,Bias 1,social
177,0,Bias 1,social
178,0,Bias 1,social
179,0,Bias 1,social
180,0,Bias 1,social
181,0,Bias 1,social
182,0,Bias 1,social
183,0,Bias 1,social
184,0,Bias 1,social
185,0,Bias 1,social
186,0.2,Bias 1,social
187,0.6,Bias 1,social
188,0.4,Bias 1,social
189,0.4,Bias 1,social
190,0,Bias 1,social
191,0,Bias 1,social
192,0.2,Bias 1,social
193,0,Bias 1,social
194,0,Bias 1,social
195,0,Bias 1,social
196,0,Bias 1,social
197,0,Bias 1,social
198,0,Bias 1,social
199,0,Bias 1,social
200,0.2,Bias 1,social
201,0,Bias 1,social
202,0,Bias 1,social
203,0,Bias 1,social
204,0,Bias 1,social
205,0.2,Bias 1,social
206,0,Bias 1,social
207,0,Bias 1,social
208,0,Bias 1,social
209,0,Bias 1,social
210,0,Bias 1,social
211,0,Bias 1,social
212,0,Bias 1,social
213,0,Bias 1,social
214,0,Bias 1,social
215,0,Bias 1,social
216,0,Bias 1,social
217,0,Bias 1,social
218,0,Bias 1,social
219,0,Bias 1,social
220,0,Bias 1,social
221,0,Bias 1,social
222,0,Bias 1,social
223,0,Bias 1,social
224,0,Bias 1,social
225,0,Bias 1,social
226,0,Bias 1,social
227,0,Bias 1,social
228,0,Bias 1,social
229,0,Bias 1,social
230,0,Bias 1,social
231,0,Bias 1,social
232,0,Bias 1,social
233,0,Bias 1,social
234,0.2,Bias 1,social
235,0,Bias 1,social
236,0,Bias 1,social
237,0,Bias 1,social
238,0,Bias 1,social
239,0,Bias 1,social
240,0.4,Bias 1,social
241,0,Bias 1,social
242,0.2,Bias 1,social
243,0.2,Bias 1,social
244,0,Bias 1,social
245,0,Bias 1,social
246,0,Bias 1,social
247,0,Bias 1,social
248,0,Bias 1,social
249,1,Bias 1,social
250,2.6,Bias 1,social
251,1.2,Bias 1,social
252,0,Bias 1,social
253,0,Bias 1,social
254,0,Bias 1,social
255,0,Bias 1,social
256,0,Bias 1,social
257,0,Bias 1,social
258,0,Bias 1,social
259,0,Bias 1,social
260,0,Bias 1,social
261,0,Bias 1,social
262,0,Bias 1,social
263,0,Bias 1,social
264,0,Bias 1,social
265,0,Bias 1,social
266,0,Bias 1,social
267,0,Bias 1,social
268,0,Bias 1,social
269,0,Bias 1,social
270,0,Bias 1,social
271,0,Bias 1,social
272,0.2,Bias 1,social
273,0,Bias 1,social
274,0,Bias 1,social
275,0,Bias 1,social
276,0.6,Bias 1,social
277,0.4,Bias 1,social
278,1,Bias 1,social
279,0.4,Bias 1,social
280,0,Bias 1,social
281,0,Bias 1,social
282,0,Bias 1,social
283,0,Bias 1,social
284,0,Bias 1,social
285,0,Bias 1,social
286,0,Bias 1,social
287,0,Bias 1,social
288,0,Bias 1,social
289,0,Bias 1,social
290,0,Bias 1,social
291,0,Bias 1,social
292,0,Bias 1,social
293,0,Bias 1,social
294,0,Bias 1,social
295,0,Bias 1,social
296,0,Bias 1,social
297,0,Bias 1,social
298,0,Bias 1,social
299,0,Bias 1,social
300,0,Bias 1,social
301,0,Bias 1,social
302,0.4,Bias 1,social
303,0.2,Bias 1,social
304,0,Bias 1,social
305,0,Bias 1,social
306,0.2,Bias 1,social
307,0,Bias 1,social
308,0,Bias 1,social
309,0.2,Bias 1,social
310,0.2,Bias 1,social
311,0.2,Bias 1,social
312,0,Bias 1,social
313,0,Bias 1,social
314,0,Bias 1,social
315,0,Bias 1,social
316,0,Bias 1,social
317,0,Bias 1,social
318,0,Bias 1,social
319,0,Bias 1,social
320,0,Bias 1,social
321,0,Bias 1,social
322,0,Bias 1,social
323,0.2,Bias 1,social
324,0,Bias 1,social
325,0,Bias 1,social
326,0,Bias 1,social
327,0,Bias 1,social
328,0,Bias 1,social
329,0.2,Bias 1,social
330,0.4,Bias 1,social
331,0.2,Bias 1,social
332,0,Bias 1,social
333,0,Bias 1,social
334,0,Bias 1,social
335,1,Bias 1,social
336,0.4,Bias 1,social
337,0.2,Bias 1,social
338,0,Bias 1,social
339,0,Bias 1,social
340,0,Bias 1,social
341,0,Bias 1,social
342,0,Bias 1,social
343,0,Bias 1,social
344,0,Bias 1,social
345,0,Bias 1,social
346,0.4,Bias 1,social
347,0.4,Bias 1,social
348,1.2,Bias 1,social
349,0.8,Bias 1,social
350,0.4,Bias 1,social
351,0.4,Bias 1,social
352,0.8,Bias 1,social
353,1.7999999999999998,Bias 1,social
354,2.1999999999999997,Bias 1,social
355,2.4,Bias 1,social
356,3,Bias 1,social
357,0.4,Bias 1,social
358,0.8,Bias 1,social
359,0.4,Bias 1,social
360,0.4,Bias 1,social
361,0,Bias 1,social
362,0,Bias 1,social
363,0,Bias 1,social
364,0,Bias 1,social
365,0,Bias 1,social
366,0,Bias 1,social
367,0,Bias 1,social
368,0,Bias 1,social
369,0,Bias 1,social
370,0,Bias 1,social
371,0,Bias 1,social
372,0,Bias 1,social
373,0,Bias 1,social
374,0,Bias 1,social
375,0,Bias 1,social
376,0,Bias 1,social
377,0,Bias 1,social
378,0,Bias 1,social
379,0,Bias 1,social
380,0,Bias 1,social
381,0,Bias 1,social
382,0,Bias 1,social
383,0,Bias 1,social
384,0,Bias 1,social
385,0.2,Bias 1,social
386,0.8,Bias 1,social
387,1.4000000000000001,Bias 1,social
388,0.2,Bias 1,social
389,0.8,Bias 1,social
390,0.6,Bias 1,social
391,0,Bias 1,social
392,0,Bias 1,social
393,0.2,Bias 1,social
394,0,Bias 1,social
395,0,Bias 1,social
396,0,Bias 1,social
397,0,Bias 1,social
398,0,Bias 1,social
399,0,Bias 1,social
400,0,Bias 1,social
0,0.4,Bias 2,social
1,0.6,Bias 2,social
2,0.4,Bias 2,social
3,0.2,Bias 2,social
4,0,Bias 2,social
5,0,Bias 2,social
6,0,Bias 2,social
7,0,Bias 2,social
8,0,Bias 2,social
9,0,Bias 2,social
10,0,Bias 2,social
11,0,Bias 2,social
12,0,Bias 2,social
13,0,Bias 2,social
14,0,Bias 2,social
15,0,Bias 2,social
16,0,Bias 2,social
17,0,Bias 2,social
18,0,Bias 2,social
19,0,Bias 2,social
20,0,Bias 2,social
21,0,Bias 2,social
22,0,Bias 2,social
23,0.6,Bias 2,social
24,0.2,Bias 2,social
25,0.8,Bias 2,social
26,0.4,Bias 2,social
27,0,Bias 2,social
28,0,Bias 2,social
29,0.2,Bias 2,social
30,0.6,Bias 2,social
31,2.1999999999999997,Bias 2,social
32,2,Bias 2,social
33,1.7999999999999998,Bias 2,social
34,2.4,Bias 2,social
35,1.4000000000000001,Bias 2,social
36,0.6,Bias 2,social
37,1,Bias 2,social
38,2,Bias 2,social
39,4.6,Bias 2,social
40,3.2,Bias 2,social
41,1.7999999999999998,Bias 2,social
42,0.8,Bias 2,social
43,0.6,Bias 2,social
44,1,Bias 2,social
45,1.2,Bias 2,social
46,1,Bias 2,social
47,0.6,Bias 2,social
48,0,Bias 2,social
49,0,Bias 2,social
50,0,Bias 2,social
51,0,Bias 2,social
52,0,Bias 2,social
53,0,Bias 2,social
54,0,Bias 2,social
55,0,Bias 2,social
56,0,Bias 2,social
57,0,Bias 2,social
58,0,Bias 2,social
59,0,Bias 2,social
60,0.2,Bias 2,social
61,0,Bias 2,social
62,0,Bias 2,social
63,0,Bias 2,social
64,0,Bias 2,social
65,0,Bias 2,social
66,0,Bias 2,social
67,0,Bias 2,social
68,0,Bias 2,social
69,0.8,Bias 2,social
70,1.2,Bias 2,social
71,2.4,Bias 2,social
72,0.8,Bias 2,social
73,0.8,Bias 2,social
74,0,Bias 2,social
75,0,Bias 2,social
76,0,Bias 2,social
77,0,Bias 2,social
78,0,Bias 2,social
79,0,Bias 2,social
80,0,Bias 2,social
81,0,Bias 2,social
82,0,Bias 2,social
83,0,Bias 2,social
84,0,Bias 2,social
85,0,Bias 2,social
86,0,Bias 2,social
87,0.6,Bias 2,social
88,0.6,Bias 2,social
89,1,Bias 2,social
90,2,Bias 2,social
91,2.1999999999999997,Bias 2,social
92,2.4,Bias 2,social
93,3.8,Bias 2,social
94,2.6,Bias 2,social
95,1.7999999999999998,Bias 2,social
96,0.8,Bias 2,social
97,2.4,Bias 2,social
98,2.1999999999999997,Bias 2,social
99,4.8,Bias 2,social
100,3.5999999999999996,Bias 2,social
101,2.4,Bias 2,social
102,1.6,Bias 2,social
103,2,Bias 2,social
104,1.2,Bias 2,social
105,1.2,Bias 2,social
106,1.7999999999999998,Bias 2,social
107,2.1999999999999997,Bias 2,social
108,1.7999999999999998,Bias 2,social
109,4,Bias 2,social
110,2,Bias 2,social
111,1.4000000000000001,Bias 2,social
112,1,Bias 2,social
113,0.6,Bias 2,social
114,0.6,Bias 2,social
115,0.8,Bias 2,social
116,0.4,Bias 2,social
117,0.2,Bias 2,social
118,0,Bias 2,social
119,0,Bias 2,social
120,0,Bias 2,social
121,0,Bias 2,social
122,0,Bias 2,social
123,0.2,Bias 2,social
124,0,Bias 2,social
125,0,Bias 2,social
126,0,Bias 2,social
127,0,Bias 2,social
128,0.4,Bias 2,social
129,0,Bias 2,social
130,0,Bias 2,social
131,0,Bias 2,social
132,0,Bias 2,social
133,0,Bias 2,social
134,0,Bias 2,social
135,0,Bias 2,social
136,0,Bias 2,social
137,0,Bias 2,social
138,0,Bias 2,social
139,0,Bias 2,social
140,0,Bias 2,social
141,0,Bias 2,social
142,0,Bias 2,social
143,0,Bias 2,social
144,0,Bias 2,social
145,0,Bias 2,social
146,0,Bias 2,social
147,0,Bias 2,social
148,0.6,Bias 2,social
149,1.6,Bias 2,social
150,1.4000000000000001,Bias 2,social
151,2.6,Bias 2,social
152,3.4000000000000004,Bias 2,social
153,3.5999999999999996,Bias 2,social
154,3.5999999999999996,Bias 2,social
155,5.2,Bias 2,social
156,3.4000000000000004,Bias 2,social
157,2.8000000000000003,Bias 2,social
158,4.3999999999999995,Bias 2,social
159,6.6000000000000005,Bias 2,social
160,6.4,Bias 2,social
161,5.6000000000000005,Bias 2,social
162,4.8,Bias 2,social
163,5,Bias 2,social
164,3.8,Bias 2,social
165,4.8,Bias 2,social
166,6.800000000000001,Bias 2,social
167,8.6,Bias 2,social
168,12.2,Bias 2,social
169,12,Bias 2,social
170,12.2,Bias 2,social
171,10.4,Bias 2,social
172,9.8,Bias 2,social
173,6.2,Bias 2,social
174,4.8,Bias 2,social
175,4.3999999999999995,Bias 2,social
176,3.8,Bias 2,social
177,3.2,Bias 2,social
178,2.4,Bias 2,social
179,2.4,Bias 2,social
180,1.7999999999999998,Bias 2,social
181,3,Bias 2,social
182,3.4000000000000004,Bias 2,social
183,1.7999999999999998,Bias 2,social
184,1,Bias 2,social
185,0.2,Bias 2,social
186,0.8,Bias 2,social
187,0.8,Bias 2,social
188,0,Bias 2,social
189,0,Bias 2,social
190,0,Bias 2,social
191,0,Bias 2,social
192,0,Bias 2,social
193,0,Bias 2,social
194,0,Bias 2,social
195,0,Bias 2,social
